cpu_time,wallclock_time,evaluations,cost,random_parameter_1,random_parameter_2,random_parameter_3
0.00010371208190917969,0.00010371208190917969,0,101.96523882832689,0.6,0,500
0.0001437664031982422,0.0001437664031982422,1,32.89288699539209,0.33245347370351375,6,726
0.0008220672607421875,0.0008220672607421875,25,12.862574092432666,0.17886098932247654,3,31
0.0023419857025146484,0.0023419857025146484,77,10.5599666275697,0.11831011470444333,4,582
0.004853010177612305,0.004853010177612305,167,8.45983705935119,0.17215519397118786,1,387
0.005071163177490234,0.005071163177490234,175,5.3620596073617115,0.10721484425162545,4,174
0.007317066192626953,0.007317066192626953,257,4.103699427058996,0.40088123094632255,-3,951
0.0076143741607666016,0.0076143741607666016,268,2.797319867918875,0.14639507326817883,3,499
0.007802724838256836,0.007802724838256836,275,2.4798476705107624,0.245710028054037,7,278
0.007830142974853516,0.007830142974853516,276,0.9751719939686945,0.2389036523404278,-4,774
