CONFIG_ID,random_parameter_1,random_parameter_2,random_parameter_3
0,0.6,0,500
1,0.33245347370351375,6,726
2,0.3833391906006939,8,211
3,0.556394421938637,3,946
4,0.21261123092342862,6,225
5,1.0901832401805938,9,365
6,0.8303101845979969,-1,69
7,0.6006638081817395,7,734
8,0.27003818703268734,-9,21
9,0.37373746534737373,-7,120
10,0.5018445121336655,-1,290
11,0.6314720064345509,3,213
12,0.42367731485572213,-7,455
13,0.3298431546859685,-7,631
14,0.47026380825136416,-6,364
15,0.5689400619528036,1,201
16,0.3894524947900919,-8,367
17,0.3539262160037149,-1,576
18,0.5138214149001887,0,793
19,0.6490920653598593,5,197
20,0.8216375305574504,-7,443
21,1.0549151055198442,6,536
22,1.0351976203008577,9,835
23,0.911104614242451,-4,680
24,0.5524247422598946,-7,565
25,0.17886098932247654,3,31
26,0.8661250374754449,-6,880
27,0.22322469258053626,-2,784
28,0.4121240959532809,-8,857
29,0.10143649959120207,7,178
30,0.8817918415849526,3,446
31,0.8114212674980845,4,523
32,0.8788777581592766,-10,764
33,0.8099638504541579,-8,630
34,0.6308369423660679,7,801
35,0.7843939227060447,-8,547
36,0.17071383647059837,8,729
37,0.6574350905467499,8,510
38,0.7066273708900228,7,972
39,0.3861290348338198,-7,51
40,0.6814826584822261,6,554
41,0.3181743141588953,-10,932
42,0.8639089460290565,-3,654
43,0.829219572168999,2,668
44,0.5891751077558379,-5,508
45,0.1936524127875147,-2,951
46,1.0944528795447896,-5,43
47,1.0665789270653838,7,112
48,0.8521443297363885,-10,394
49,0.887563922421696,-8,277
50,0.43649403201725034,4,37
51,0.5426002600511739,-5,982
52,0.952178772107195,6,396
53,0.7010566224894837,4,981
54,0.9408626368502488,-3,888
55,0.7971565310626904,-6,180
56,0.25954581832921797,8,12
57,0.17026124648245436,6,175
58,0.3571378304888304,2,330
59,0.6734628690042166,-6,409
60,0.7617775148493723,6,127
61,0.18427626181180104,0,860
62,0.8794607529586149,-5,736
63,0.7072335295196495,-10,974
64,0.519320348874547,2,739
65,0.46278095365740546,9,505
66,0.13678593510195716,6,476
67,0.558313586471788,-9,581
68,0.47837289912329517,3,498
69,0.7914327102893487,-9,464
70,0.8310717107697208,-3,787
71,0.5617931659959873,-4,82
72,0.1562676808666286,-4,189
73,0.9018633266374303,-2,66
74,0.23852535860326232,-10,148
75,0.3924121974153799,7,994
76,0.6756532592841147,-7,450
77,0.11831011470444333,4,582
78,0.9526131798621766,-6,975
79,0.8408526124025079,-2,539
80,0.6241741753467374,6,139
81,1.0601104145719,2,813
82,0.2630383782433462,2,864
83,0.5311833399749852,-9,622
84,0.43430406444679914,2,973
85,0.8162348124698926,-8,653
86,0.5218187367612381,2,450
87,0.2747457813290902,9,119
88,1.0133425228274193,-6,604
89,0.23961963417306756,4,931
90,0.6696304414274901,1,226
91,0.8969560221123289,9,340
92,0.8978873990430494,6,955
93,0.4050182651886991,-9,836
94,0.9726817793867681,6,220
95,0.4079181909629691,-10,338
96,1.0086435783952143,8,349
97,0.5657546036418161,-8,786
98,0.2890261505405287,2,98
99,0.23904945138070957,7,736
100,0.24397645779429714,-8,935
101,0.8950037075679198,-3,553
102,0.7154858781586133,-1,235
103,0.6792635037704938,1,945
104,0.31834905843301864,-5,321
105,0.5618341819932698,-4,70
106,0.6996669466564884,-6,319
107,0.6940141149936299,0,18
108,0.44568653065465147,8,195
109,0.5642741958772661,-2,677
110,0.6280509155136372,-2,408
111,0.23843819525050594,4,961
112,1.0412902960925585,-4,530
113,0.47491177158442066,2,445
114,0.21331693896165907,-7,841
115,0.3273567038197066,8,323
116,0.27992629974141825,-10,734
117,0.828188761768449,-3,201
118,0.36774134683436854,-3,794
119,0.34022177197856807,-1,541
120,1.0229399025335786,0,458
121,0.13472373042306632,8,624
122,0.21857454279786473,6,86
123,0.23705005091404055,1,45
124,0.6185167886772407,-5,293
125,0.976372114841332,-8,736
126,0.25412421112891836,-7,184
127,0.632820488026891,-10,121
128,0.46219566957280467,-6,713
129,0.9640859989737807,7,952
130,0.4780361569218704,-6,115
131,0.902796957496348,5,134
132,0.5333330537915558,6,705
133,0.24302288814672737,3,637
134,0.9316613421441065,-4,862
135,0.3784249912754074,-2,48
136,0.8500885906393881,1,457
137,0.9050845072018456,8,574
138,0.17181660926385514,7,219
139,0.79894827868216,0,189
140,0.6448992911078784,3,773
141,0.7753173642202583,-7,569
142,0.24783315381794593,7,464
143,0.9073485841564382,2,407
144,0.6276905634507586,1,916
145,0.6697094459314702,4,265
146,0.3601692501829411,1,25
147,0.3425566058040792,-9,755
148,0.7706596770693737,-4,954
149,0.7830806042554288,-9,610
150,0.3006119346336954,6,662
151,0.6275446069972661,-6,201
152,0.9744450251396355,-4,488
153,0.23001192185691768,0,180
154,0.8828974190459908,7,145
155,0.33969266018256106,-10,980
156,0.3117938380739832,9,598
157,1.0969979033224126,6,536
158,0.6638856666896251,-8,840
159,0.6608085134402417,-5,115
160,1.01499744517031,-7,924
161,0.7724738185324656,-7,974
162,0.609476899741959,-8,694
163,0.8923146348767502,3,382
164,0.7437172426792856,-3,222
165,0.1549865163146186,-3,162
166,0.22943242314757986,-10,7
167,0.17215519397118786,1,387
168,0.8344795324396812,-2,838
169,0.40595480463089184,-2,90
170,1.0855152018858356,-7,509
171,0.5377671670346461,5,588
172,1.0791153684973027,1,437
173,0.477240180041547,-3,713
174,0.7769348875732757,6,239
175,0.10721484425162545,4,174
176,0.3642377997491275,4,472
177,1.0775753637116647,-3,626
178,0.852872257616579,1,846
179,0.6719922908110776,-5,267
180,0.7235044890741212,5,893
181,1.0670308620298994,2,240
182,0.9423519615484075,-6,985
183,0.6873211439574185,5,990
184,0.5931598167334832,-4,137
185,0.6984201298128777,-3,890
186,0.8011459331132469,4,514
187,0.4177880034898719,6,242
188,0.32043634808636245,-9,705
189,0.7583562978866902,9,152
190,0.6056422199627248,-3,532
191,0.3485796954869307,6,810
192,0.32297049877709527,6,866
193,0.2687043812131593,0,455
194,0.8279584206302455,1,904
195,0.15684700493489204,9,781
196,0.6377127508296333,-3,215
197,0.463508150115888,3,378
198,0.24159156923577343,-7,769
199,0.496874328482668,-5,793
200,0.8102756093369593,-9,977
201,0.5715298257465504,-5,923
202,0.7214849962244881,5,430
203,0.3521894592521798,2,566
204,0.9740587630280857,-4,742
205,1.0337304321996659,9,399
206,1.0383677366641664,8,315
207,0.6567143707159206,5,377
208,0.11014962226503291,-2,764
209,0.2535730145824453,-5,834
210,0.5248469997112796,-9,206
211,0.13529094082443685,6,113
212,0.3610651004554297,1,192
213,0.7881249817390243,0,113
214,0.2842424206419868,-8,168
215,0.44420564335968193,-9,844
216,0.9043582134776696,8,673
217,0.2836357057470261,-4,452
218,0.8109236293484617,-3,115
219,1.0843969874490713,3,136
220,0.7671620777564827,9,475
221,0.2567905492487701,-4,822
222,0.3566847867094677,-10,306
223,0.13931542338698047,-2,55
224,0.49930512220627243,-7,112
225,1.0050247563022021,8,133
226,1.0767544363763186,6,208
227,0.881577277747162,2,483
228,0.6391446883182011,-7,514
229,0.6129976892165716,6,639
230,0.3130161735853302,-2,400
231,1.0307580281053375,6,93
232,0.16826979961251423,-3,857
233,0.3574923302033839,9,223
234,1.0138710433492515,-2,757
235,1.0409471634249943,-10,456
236,0.9541233516679107,-5,294
237,0.6413641867443062,-10,423
238,0.4902356763721418,1,101
239,0.4239445100079776,-3,985
240,0.16441788109764913,3,200
241,0.5597333791314836,-7,911
242,0.756750114329766,5,984
243,0.44636993113444534,7,786
244,1.035018773418416,-6,806
245,0.7943184854783382,0,747
246,0.14754718456242202,8,107
247,0.45869198921447474,-1,859
248,0.9830375707407794,7,270
249,0.6808628496295196,3,82
250,0.5226781201472203,-7,615
251,0.8114862255263188,4,824
252,0.2183127586755446,-2,952
253,0.8966272580298297,6,521
254,0.3968213608718646,9,189
255,0.19965369450914952,-6,58
256,0.9412652517898551,2,489
257,0.40088123094632255,-3,951
258,0.381381911710611,-7,78
259,0.39709977880391834,-9,632
260,0.8141218495567722,-5,526
261,0.5616033869661871,-5,103
262,0.8368831806505648,3,344
263,0.5397087416142676,1,19
264,1.0620975085332,0,500
265,0.7270740184159492,2,345
266,0.747843671416946,9,139
267,0.17938400198917784,2,134
268,0.14639507326817883,3,499
269,0.5756718190276612,-3,317
270,0.9666893677397947,-5,810
271,0.13302560691619927,3,824
272,0.5594964824138947,9,197
273,0.37552505754308596,5,944
274,0.6559875380212334,9,423
275,0.245710028054037,7,278
276,0.2389036523404278,-4,774
277,0.626403102879261,-7,487
278,0.566874298034065,5,256
279,0.42765019613027555,7,994
280,0.12763322071745078,-9,331
281,0.5801986820495556,7,586
282,0.6529857853553598,-6,834
283,0.4903403101834556,0,375
284,0.4175922112568695,-3,178
285,0.12857786308708877,-9,305
286,0.4485566205652082,3,743
287,0.668032263677682,6,172
288,0.4477613974215784,-5,34
289,0.8526985798216666,-8,393
290,0.4235185336527286,-5,656
291,0.9089384454115275,-2,479
292,0.6332683018428541,8,340
293,0.650814714295141,-6,909
294,0.577561109734248,1,320
295,1.0876664928763853,4,751
296,0.8960682761608766,3,694
297,0.25450964536044673,-6,885
298,0.9819488295836912,-2,142
299,0.8726673447492467,2,590
