cost,time,status,budget,seed,random_parameter_1,random_parameter_2,random_parameter_3
95.39723159633162,0.00010228157043457031,SUCCESS,50.0,42,0.6,0,500
120.75747333631683,0.00014162063598632812,SUCCESS,50.0,42,0.44546443190897966,6,556
45.097335827656785,0.0001735687255859375,SUCCESS,50.0,42,0.643930285897367,2,574
48.318895777051004,0.00020384788513183594,SUCCESS,50.0,42,0.5501439422426148,1,453
80.04463512915248,0.00023293495178222656,SUCCESS,50.0,42,0.5399556027175418,6,802
140.66840258007974,0.0002715587615966797,SUCCESS,50.0,42,0.6014058245107734,-6,657
95.13272487217243,0.0003190040588378906,SUCCESS,50.0,42,0.543852942965818,3,951
132.37939200089104,0.00034880638122558594,SUCCESS,50.0,42,1.0050539406902763,-1,365
116.88419906124858,0.0003769397735595703,SUCCESS,50.0,42,0.5260826463085608,-2,771
67.85123852865883,0.00040459632873535156,SUCCESS,50.0,42,0.8790056108401507,-4,869
57.552291868337065,0.0004322528839111328,SUCCESS,50.0,42,0.9618109200018081,4,945
39.35593259354232,0.00045990943908691406,SUCCESS,50.0,42,0.20081751342271828,2,547
87.13276048370449,0.0004885196685791016,SUCCESS,50.0,42,0.6581377505340432,3,153
32.95371880792365,0.0005161762237548828,SUCCESS,50.0,42,0.17660998079742488,1,809
168.22380822577097,0.0005443096160888672,SUCCESS,50.0,42,0.6797756678635055,-8,860
51.89941143362797,0.0005719661712646484,SUCCESS,50.0,42,0.7135125589669234,7,72
43.509601268687284,0.0005993843078613281,SUCCESS,50.0,42,0.21531760339105735,8,284
10.663390762458727,0.0006270408630371094,SUCCESS,50.0,42,0.17663652514681374,2,967
86.20591043957694,0.0006554126739501953,SUCCESS,50.0,42,0.6875730646492733,4,999
73.25277194270883,0.0006830692291259766,SUCCESS,50.0,42,0.3051454147511904,-4,509
88.53286896122839,0.0007104873657226562,SUCCESS,50.0,42,0.36601955034723876,5,206
36.185124161867186,0.0007491111755371094,SUCCESS,50.0,42,0.27483873804057346,9,799
160.5737841518655,0.0007796287536621094,SUCCESS,50.0,42,1.0662602630644564,-5,672
205.95515429399143,0.0008611679077148438,SUCCESS,50.0,42,0.885262020177187,5,789
76.0255596876808,0.0009305477142333984,SUCCESS,50.0,42,0.6817350720303146,7,519
189.96407212929412,0.0010287761688232422,SUCCESS,50.0,42,1.0550376695526074,-8,716
99.11300113026415,0.0010936260223388672,SUCCESS,50.0,42,0.5145913506655516,-3,715
51.58221373740104,0.001125335693359375,SUCCESS,50.0,42,0.5368476012680932,-9,4
113.87176020499817,0.0011546611785888672,SUCCESS,50.0,42,0.7025715841724234,-2,865
95.30243407484056,0.0011832714080810547,SUCCESS,50.0,42,0.46375864686572355,1,968
68.32370072512029,0.0012111663818359375,SUCCESS,50.0,42,0.8625898112908585,-8,234
48.628454711263196,0.0012388229370117188,SUCCESS,50.0,42,0.629697537029318,-1,778
157.8786210830736,0.0012667179107666016,SUCCESS,50.0,42,0.9588006326509817,-8,34
89.09625497036966,0.0012943744659423828,SUCCESS,50.0,42,1.0930690504756602,8,636
97.8012347236477,0.0013217926025390625,SUCCESS,50.0,42,1.0153422405464176,-5,251
114.30140741809284,0.0013492107391357422,SUCCESS,50.0,42,0.5605429449547892,-2,690
22.438403429302088,0.0013768672943115234,SUCCESS,50.0,42,0.24700876212860937,5,491
187.99070750415092,0.0014040470123291016,SUCCESS,50.0,42,1.0307903920191488,8,40
25.034114802890844,0.0014314651489257812,SUCCESS,50.0,42,0.2583482957541502,-5,97
36.66708539745397,0.001458883285522461,SUCCESS,50.0,42,0.5286092841378727,2,27
153.06713691965356,0.0014867782592773438,SUCCESS,50.0,42,0.9009098962624518,5,480
209.9817878996041,0.0015141963958740234,SUCCESS,50.0,42,1.0566913598066445,-10,69
84.63355825425768,0.0015418529510498047,SUCCESS,50.0,42,0.8265562083686452,4,617
55.054087107739136,0.0015687942504882812,SUCCESS,50.0,42,0.9010607797655095,8,7
55.25228848569963,0.0015964508056640625,SUCCESS,50.0,42,0.5745252346711548,-10,353
114.52599782229684,0.0016241073608398438,SUCCESS,50.0,42,0.876055040595504,0,720
110.60080824243045,0.001651763916015625,SUCCESS,50.0,42,0.7360461957059707,-9,369
143.95933222203396,0.0016796588897705078,SUCCESS,50.0,42,1.0764125058609963,-10,38
32.051531007880975,0.0017070770263671875,SUCCESS,50.0,42,0.32158370222615906,9,858
114.16261269355051,0.0017347335815429688,SUCCESS,50.0,42,0.8887912672346072,3,569
101.55466914561055,0.00176239013671875,SUCCESS,100.0,42,0.5565360716547363,-1,363
70.43187757406255,0.0017902851104736328,SUCCESS,100.0,42,0.6346332518167677,-3,327
171.97548339148852,0.001817941665649414,SUCCESS,100.0,42,0.9044934841770947,-7,996
35.40591058250282,0.0018455982208251953,SUCCESS,100.0,42,0.46324671199814005,2,882
22.582694937554326,0.001873016357421875,SUCCESS,100.0,42,0.16305012766096064,3,88
134.58966710176438,0.0019006729125976562,SUCCESS,100.0,42,0.6052325027760566,-7,233
99.2240786207475,0.0019283294677734375,SUCCESS,100.0,42,0.4402534152045271,8,59
12.81126337474716,0.0019559860229492188,SUCCESS,100.0,42,0.11441196722217253,-6,935
45.7114160379078,0.0019834041595458984,SUCCESS,100.0,42,0.4908589479032043,-7,749
29.709379708009138,0.0020112991333007812,SUCCESS,100.0,42,0.43363612023563936,2,65
26.700252154559944,0.002038717269897461,SUCCESS,100.0,42,0.1409577093570367,6,957
89.1518577313051,0.002066373825073242,SUCCESS,100.0,42,0.5573353140988624,-3,253
113.76671730885816,0.0020935535430908203,SUCCESS,100.0,42,0.7390677466219059,-2,184
198.20619858457124,0.0021207332611083984,SUCCESS,100.0,42,0.9973919671062489,-6,972
37.870120440069755,0.0021479129791259766,SUCCESS,100.0,42,0.5175518242966199,-5,638
88.30976754419827,0.0021750926971435547,SUCCESS,100.0,42,0.5045453665033619,9,27
217.29074000546024,0.002202272415161133,SUCCESS,100.0,42,1.0477887963026493,5,675
67.75975297255044,0.0022296905517578125,SUCCESS,100.0,42,1.0617016834426083,7,295
10.84278190500977,0.002257108688354492,SUCCESS,100.0,42,0.10499243245162485,5,764
18.341058916033806,0.0022847652435302734,SUCCESS,100.0,42,0.19014244860626808,-10,643
39.41901920504473,0.002312183380126953,SUCCESS,100.0,42,0.4640781170819589,6,933
53.92753655011918,0.002340078353881836,SUCCESS,100.0,42,0.7031562474084799,1,994
21.670693623871156,0.002368450164794922,SUCCESS,100.0,42,0.1297306675014556,-2,995
113.24669686746152,0.0023984909057617188,SUCCESS,100.0,42,0.7954508936677991,0,783
119.71379000972279,0.0024271011352539062,SUCCESS,100.0,42,1.0517236475462128,-9,46
59.44722877797588,0.0024552345275878906,SUCCESS,100.0,42,0.9208668414929309,2,650
64.69296122452897,0.002482891082763672,SUCCESS,100.0,42,0.4537560096419003,0,631
75.33798243152022,0.0025103092193603516,SUCCESS,100.0,42,0.8366389939494092,8,332
