cpu_time,wallclock_time,evaluations,cost,random_parameter_1,random_parameter_2,random_parameter_3
0.00011444091796875,0.00011444091796875,0,144.83737649346682,0.6,0,500
0.0001556873321533203,0.0001556873321533203,1,72.50362689618733,1.0382335378749366,4,923
0.0001881122589111328,0.0001881122589111328,2,19.23372639713415,0.12029633655674535,6,548
0.000774383544921875,0.000774383544921875,23,17.885623749514266,0.1415493266389706,1,820
0.0009121894836425781,0.0009121894836425781,28,11.258712883435887,0.10359281091755493,2,512
0.001374959945678711,0.001374959945678711,45,10.561450785310454,0.18145482580782538,-7,959
0.00415349006652832,0.00415349006652832,128,6.448092757355135,0.11475480385098849,-5,791
0.0071599483489990234,0.0071599483489990234,234,5.4459770800884115,0.2664430403634256,-9,578
0.007922172546386719,0.007922172546386719,257,2.998816046754599,0.1093588090855814,7,218
0.008422613143920898,0.008422613143920898,275,2.03492253027547,0.19221880932022764,-7,486
