cpu_time,wallclock_time,evaluations,cost,random_parameter_1,random_parameter_2,random_parameter_3
0.00010585784912109375,0.00010585784912109375,0,41.3595241079608,0.6,0,500
0.00026488304138183594,0.00026488304138183594,5,29.263683295993474,0.10968086935009383,-9,612
0.00029349327087402344,0.00029349327087402344,6,11.391169126889354,0.17824306986519736,-2,539
0.0019023418426513672,0.0019023418426513672,60,10.530625065668845,0.11123344223465217,8,335
0.0036835670471191406,0.0036835670471191406,121,9.395088572851044,0.1263245055898066,9,9
0.0038785934448242188,0.0038785934448242188,128,5.853110855099773,0.11215194839904644,-7,72
0.0060749053955078125,0.0060749053955078125,203,4.964882384771151,0.10280717280986565,-6,461
0.0077495574951171875,0.0077495574951171875,245,3.1216354211473156,0.10244311802817077,1,565
0.009160995483398438,0.009160995483398438,291,2.2602969402010027,0.19606238779273835,9,758
0.00925302505493164,0.00925302505493164,294,1.6753191742489306,0.2644562284339811,8,574
0.009403467178344727,0.009403467178344727,299,1.1230637314093952,0.8531242299104611,-1,260
