cost,time,status,budget,seed,config_id
95.39723159633162,0.00010228157043457031,SUCCESS,50.0,42,0
120.75747333631683,0.00014162063598632812,SUCCESS,50.0,42,1
45.097335827656785,0.0001735687255859375,SUCCESS,50.0,42,2
48.318895777051004,0.00020384788513183594,SUCCESS,50.0,42,3
80.04463512915248,0.00023293495178222656,SUCCESS,50.0,42,4
140.66840258007974,0.0002715587615966797,SUCCESS,50.0,42,5
95.13272487217243,0.0003190040588378906,SUCCESS,50.0,42,6
132.37939200089104,0.00034880638122558594,SUCCESS,50.0,42,7
116.88419906124858,0.0003769397735595703,SUCCESS,50.0,42,8
67.85123852865883,0.00040459632873535156,SUCCESS,50.0,42,9
57.552291868337065,0.0004322528839111328,SUCCESS,50.0,42,10
39.35593259354232,0.00045990943908691406,SUCCESS,50.0,42,11
87.13276048370449,0.0004885196685791016,SUCCESS,50.0,42,12
32.95371880792365,0.0005161762237548828,SUCCESS,50.0,42,13
168.22380822577097,0.0005443096160888672,SUCCESS,50.0,42,14
51.89941143362797,0.0005719661712646484,SUCCESS,50.0,42,15
43.509601268687284,0.0005993843078613281,SUCCESS,50.0,42,16
10.663390762458727,0.0006270408630371094,SUCCESS,50.0,42,17
86.20591043957694,0.0006554126739501953,SUCCESS,50.0,42,18
73.25277194270883,0.0006830692291259766,SUCCESS,50.0,42,19
88.53286896122839,0.0007104873657226562,SUCCESS,50.0,42,20
36.185124161867186,0.0007491111755371094,SUCCESS,50.0,42,21
160.5737841518655,0.0007796287536621094,SUCCESS,50.0,42,22
205.95515429399143,0.0008611679077148438,SUCCESS,50.0,42,23
76.0255596876808,0.0009305477142333984,SUCCESS,50.0,42,24
189.96407212929412,0.0010287761688232422,SUCCESS,50.0,42,25
99.11300113026415,0.0010936260223388672,SUCCESS,50.0,42,26
51.58221373740104,0.001125335693359375,SUCCESS,50.0,42,27
113.87176020499817,0.0011546611785888672,SUCCESS,50.0,42,28
95.30243407484056,0.0011832714080810547,SUCCESS,50.0,42,29
68.32370072512029,0.0012111663818359375,SUCCESS,50.0,42,30
48.628454711263196,0.0012388229370117188,SUCCESS,50.0,42,31
157.8786210830736,0.0012667179107666016,SUCCESS,50.0,42,32
89.09625497036966,0.0012943744659423828,SUCCESS,50.0,42,33
97.8012347236477,0.0013217926025390625,SUCCESS,50.0,42,34
114.30140741809284,0.0013492107391357422,SUCCESS,50.0,42,35
