CONFIG_ID,random_parameter_1,random_parameter_2,random_parameter_3
0,0.6,0,500
1,0.44546443190897966,6,556
2,0.643930285897367,2,574
3,0.5501439422426148,1,453
4,0.5399556027175418,6,802
5,0.6014058245107734,-6,657
6,0.543852942965818,3,951
7,1.0050539406902763,-1,365
8,0.5260826463085608,-2,771
9,0.8790056108401507,-4,869
10,0.9618109200018081,4,945
11,0.20081751342271828,2,547
12,0.6581377505340432,3,153
13,0.17660998079742488,1,809
14,0.6797756678635055,-8,860
15,0.7135125589669234,7,72
16,0.21531760339105735,8,284
17,0.17663652514681374,2,967
18,0.6875730646492733,4,999
19,0.3051454147511904,-4,509
20,0.36601955034723876,5,206
21,0.27483873804057346,9,799
22,1.0662602630644564,-5,672
23,0.885262020177187,5,789
24,0.6817350720303146,7,519
25,1.0550376695526074,-8,716
26,0.5145913506655516,-3,715
27,0.5368476012680932,-9,4
28,0.7025715841724234,-2,865
29,0.46375864686572355,1,968
30,0.8625898112908585,-8,234
31,0.629697537029318,-1,778
32,0.9588006326509817,-8,34
33,1.0930690504756602,8,636
34,1.0153422405464176,-5,251
35,0.5605429449547892,-2,690
36,0.24700876212860937,5,491
37,1.0307903920191488,8,40
38,0.2583482957541502,-5,97
39,0.5286092841378727,2,27
40,0.9009098962624518,5,480
41,1.0566913598066445,-10,69
42,0.8265562083686452,4,617
43,0.9010607797655095,8,7
44,0.5745252346711548,-10,353
45,0.876055040595504,0,720
46,0.7360461957059707,-9,369
47,1.0764125058609963,-10,38
48,0.32158370222615906,9,858
49,0.8887912672346072,3,569
50,0.5565360716547363,-1,363
51,0.6346332518167677,-3,327
52,0.9044934841770947,-7,996
53,0.46324671199814005,2,882
54,0.16305012766096064,3,88
55,0.6052325027760566,-7,233
56,0.4402534152045271,8,59
57,0.11441196722217253,-6,935
58,0.4908589479032043,-7,749
59,0.43363612023563936,2,65
60,0.1409577093570367,6,957
61,0.5573353140988624,-3,253
62,0.7390677466219059,-2,184
63,0.9973919671062489,-6,972
64,0.5175518242966199,-5,638
65,0.5045453665033619,9,27
66,1.0477887963026493,5,675
67,1.0617016834426083,7,295
68,0.10499243245162485,5,764
69,0.19014244860626808,-10,643
70,0.4640781170819589,6,933
71,0.7031562474084799,1,994
72,0.1297306675014556,-2,995
73,0.7954508936677991,0,783
74,1.0517236475462128,-9,46
75,0.9208668414929309,2,650
76,0.4537560096419003,0,631
77,0.8366389939494092,8,332
78,0.4687076034160761,-3,645
79,0.10164220809560334,-10,97
80,0.9007838976809126,1,951
81,1.01271907326905,-1,411
82,0.5552039052178618,1,735
83,0.11747461214570212,-1,794
84,0.6055573225760699,-10,516
85,0.28770786069733245,5,894
86,0.576005773156803,7,59
87,1.066554319506849,-6,100
88,0.8243071058997932,-4,214
89,0.37172656114489866,-8,211
90,0.3360003279120475,2,395
91,0.2588068390397481,-6,488
92,0.26526304746453555,9,929
93,0.39713734554468283,8,672
94,0.40955281668764787,0,367
95,0.9500818142004944,-5,625
96,0.11758858330967373,2,435
97,0.181881985756335,3,407
98,0.5419044400939477,4,587
99,0.9619031399919721,5,931
100,0.2951809376547062,-7,291
101,1.0510819520770818,2,377
102,0.624740868688202,-10,925
103,0.23849263792258682,-9,426
104,0.5103505269454692,-7,736
105,0.42565790930515823,-2,139
106,0.5554347032450678,-7,411
107,0.13387760869008183,-1,870
108,0.9303808231685414,-7,469
109,0.9658135476645625,-10,369
110,0.2642200356124781,-8,150
111,0.18284579278155402,-7,291
112,0.8872377000569374,6,873
113,0.4301683781611074,2,944
114,0.8638236475211079,-9,372
115,0.6979400430303315,-5,502
116,0.9862929918454161,-10,366
117,0.8863550831876701,-6,85
118,0.1490310490069711,-9,604
119,0.8987751712023341,-2,234
120,0.8218138858330347,-1,251
121,0.4450946063038622,9,588
122,1.0978092788108256,9,714
123,0.33817768658228364,-2,500
124,0.33296121496411735,-2,927
125,0.2134888565609089,-1,933
126,0.35945924187340583,-7,44
127,0.8650401006970712,8,889
128,0.8697807255189715,1,127
129,0.30542397443423774,3,946
130,1.0766713458267345,2,309
131,0.13019682328120533,-6,975
132,0.8849145095283437,-4,709
133,1.036476780162317,-3,896
134,0.8187168870880924,7,687
135,0.8736567314407692,9,448
136,0.4282246353257212,-3,680
137,0.27127320996738535,3,27
138,0.9912020263439789,4,8
139,0.22634736137680192,-4,771
140,0.7174948894928086,-4,818
141,1.085836221857901,-1,761
142,0.18502842727554594,-1,594
143,0.31812782249894667,6,975
144,0.9744343140840619,3,702
145,0.8405381908888462,-10,839
146,0.5300932579276326,4,700
147,0.3563645325501794,-10,564
148,1.0282898695770575,-4,232
149,0.6897444945984957,-4,641
150,0.24772259384422338,-2,383
151,0.7882698600606239,3,527
152,0.6579104813348093,2,909
153,0.5793952681539972,-6,214
154,0.12664715030228837,-5,513
155,0.28900158192590064,-6,625
156,0.20946570291682912,-2,415
157,0.8681786547550582,9,256
158,0.6349160962188624,-10,643
159,0.48255096831859046,-3,829
160,0.9019758169188492,2,341
161,0.9641049332056557,9,392
162,0.6240118589972499,7,87
163,0.5862576177247995,5,374
164,0.24638477592938882,-2,5
165,0.8147198402961865,9,536
166,0.32840228553182427,5,287
167,0.6394102289438884,4,536
168,0.26726383647016827,-7,725
169,0.5848934427930971,-1,353
170,0.22195116820933994,-3,28
171,0.25621538445378067,-6,37
172,0.7732816789369373,-3,69
173,0.8976345521557618,-9,368
174,0.9085766689954751,-10,626
175,0.2585679687458674,7,413
