cpu_time,wallclock_time,evaluations,cost,random_parameter_1,random_parameter_2,random_parameter_3
3.933906555175781e-05,3.933906555175781e-05,0,167.22674787163513,0.6,0,500
8.654594421386719e-05,8.654594421386719e-05,1,166.22994695015367,0.5811160549805355,5,608
0.0001246929168701172,0.0001246929168701172,2,149.88218109904213,0.8924302068690204,9,834
0.00016117095947265625,0.00016117095947265625,3,26.41561664746046,0.20067378513233994,-3,815
0.00036525726318359375,0.00036525726318359375,9,23.92461080089726,0.39731953733933234,4,441
0.0007331371307373047,0.0007331371307373047,20,20.048950829270645,0.16676350168546253,-5,270
0.001329183578491211,0.001329183578491211,38,11.77791261589259,0.1964710852861147,-1,60
0.0071375370025634766,0.0071375370025634766,128,9.582991792263721,0.17488675580965632,-3,766
0.007981061935424805,0.007981061935424805,156,7.6262886294470364,0.11827002843002202,-2,44
0.008311748504638672,0.008311748504638672,167,6.793916459846653,0.10440583616867985,-6,617
0.009260177612304688,0.009260177612304688,199,6.678683677107435,0.1326865500460304,-9,907
0.009380578994750977,0.009380578994750977,203,4.9624483511955955,0.10348923980401983,9,261
0.010841131210327148,0.010841131210327148,251,2.3344504302374625,0.15577124477485552,-7,806
0.011644840240478516,0.011644840240478516,278,1.5121456998713232,0.10852733323736921,4,350
0.012267589569091797,0.012267589569091797,299,0.07960549080254399,0.2502391674393324,-3,613
