cost,time,status,budget,seed,random_parameter_1,random_parameter_2,random_parameter_3
116.38613842533078,0.00017380714416503906,SUCCESS,50.0,42,0.6,0,500
224.93939260561146,0.00022125244140625,SUCCESS,50.0,42,0.9906543926176696,-3,207
48.14426795856567,0.0002562999725341797,SUCCESS,50.0,42,0.7364622664708113,8,382
87.12298825567254,0.0002894401550292969,SUCCESS,50.0,42,1.0982149249452329,-10,988
72.83228864717255,0.00032138824462890625,SUCCESS,50.0,42,0.5730297231028602,1,815
42.16742771089365,0.0003523826599121094,SUCCESS,50.0,42,0.49442875499765004,-7,5
38.39177114428849,0.0003826618194580078,SUCCESS,50.0,42,0.20818817587065955,3,909
8.618079335616029,0.0004131793975830078,SUCCESS,50.0,42,0.11418278205866764,5,73
224.8516556414182,0.00044417381286621094,SUCCESS,50.0,42,0.9105533912663549,-7,145
82.52914013426967,0.00047469139099121094,SUCCESS,50.0,42,0.6855201836441681,0,190
20.634511813123563,0.0005049705505371094,SUCCESS,50.0,42,0.13967511158476367,3,503
119.07462458798803,0.0005350112915039062,SUCCESS,50.0,42,0.7372657038509849,7,761
79.51922557418887,0.0005650520324707031,SUCCESS,50.0,42,0.5185695837798961,5,139
141.51069490722824,0.0005943775177001953,SUCCESS,50.0,42,0.5372539674266478,6,622
42.14314179768868,0.0006239414215087891,SUCCESS,50.0,42,0.2145026360904684,6,585
65.66355015042369,0.0006535053253173828,SUCCESS,50.0,42,0.2776662501930577,-3,771
68.41626688520822,0.0006830692291259766,SUCCESS,50.0,42,0.30786495753967935,5,28
187.88929265140473,0.0007126331329345703,SUCCESS,50.0,42,0.8821248026893904,3,51
105.7402555164563,0.0007421970367431641,SUCCESS,50.0,42,0.4964203814942516,5,810
155.83190869392683,0.0007715225219726562,SUCCESS,50.0,42,0.6455231866712795,5,758
208.1778792517844,0.0008008480072021484,SUCCESS,50.0,42,1.0434161843558933,-4,961
134.30505650087326,0.0008299350738525391,SUCCESS,50.0,42,0.6892997799165671,6,955
52.89314982047184,0.0008640289306640625,SUCCESS,50.0,42,0.4688284418834576,-10,905
97.75877138358693,0.0008940696716308594,SUCCESS,50.0,42,0.4167723186128196,1,889
71.02984330221851,0.0009236335754394531,SUCCESS,50.0,42,0.44289221748944285,6,406
29.053030805401768,0.0009531974792480469,SUCCESS,50.0,42,0.2010734248926497,0,388
72.87585791319904,0.0009827613830566406,SUCCESS,50.0,42,0.5492044687645091,-3,481
209.23556174979592,0.001012563705444336,SUCCESS,50.0,42,0.9023838101511252,1,516
112.66587588991571,0.0010418891906738281,SUCCESS,50.0,42,0.8283148770242087,-6,909
103.02559113646217,0.0010786056518554688,SUCCESS,50.0,42,0.6377169203184151,7,106
38.317780197073446,0.0011060237884521484,SUCCESS,50.0,42,0.24764769436237546,8,219
86.50949502064422,0.0011336803436279297,SUCCESS,50.0,42,0.7790033610171696,-4,633
51.746112652056766,0.0011610984802246094,SUCCESS,50.0,42,0.4778127977431813,-5,391
146.3955754883149,0.001188516616821289,SUCCESS,50.0,42,0.9825824924628245,-7,6
24.199358953664003,0.0012166500091552734,SUCCESS,50.0,42,0.1900634692472967,6,267
107.34281912821461,0.0012445449829101562,SUCCESS,50.0,42,0.6884707626286463,-5,485
