cpu_time,wallclock_time,evaluations,cost,random_parameter_1,random_parameter_2,random_parameter_3
7.033348083496094e-05,7.033348083496094e-05,0,150.5869759339503,0.6,0,500
0.00012969970703125,0.00012969970703125,1,117.56994611404325,0.6796893122540036,0,757
0.00016951560974121094,0.00016951560974121094,2,59.86591985585462,0.5854212540263829,-10,958
0.0002067089080810547,0.0002067089080810547,3,30.57106122608453,0.3882059388329332,8,453
0.00034356117248535156,0.00034356117248535156,7,25.657483572850627,0.11687862771524962,6,149
0.0005478858947753906,0.0005478858947753906,13,25.544796534124096,0.27412439372791286,-8,97
0.0005822181701660156,0.0005822181701660156,14,22.221675518642062,0.18110613207916262,-8,967
0.0014605522155761719,0.0014605522155761719,40,10.405056846096317,0.12416014146635704,5,54
0.001583099365234375,0.001583099365234375,44,8.121490639736182,0.11375278980318473,-9,648
0.0030608177185058594,0.0030608177185058594,93,6.356332503653326,0.10963062569232154,-3,450
0.005984783172607422,0.005984783172607422,185,5.9867898261201855,0.10333580619974783,-4,674
0.007203102111816406,0.007203102111816406,226,4.517930603599866,0.10456828150603795,9,568
0.0075566768646240234,0.0075566768646240234,238,3.998901328751375,0.12672990459145353,2,331
0.008295774459838867,0.008295774459838867,263,2.589684372689892,0.1356356327437174,5,982
0.008683443069458008,0.008683443069458008,276,1.2337998661092733,0.1639529267314437,-3,355
0.008773326873779297,0.008773326873779297,279,0.9926476646924461,0.15864027461320332,-2,945
0.009404182434082031,0.009404182434082031,299,0.6098038170230653,0.644021618482762,8,957
