cost,time,status,budget,seed,config_id
59.19622833056574,0.00010371208190917969,SUCCESS,50.0,42,0
133.19666532249238,0.00014400482177734375,SUCCESS,50.0,42,1
240.82971430282316,0.00017595291137695312,SUCCESS,50.0,42,2
35.34647252613045,0.00021696090698242188,SUCCESS,50.0,42,3
62.27169754207805,0.00025010108947753906,SUCCESS,50.0,42,4
108.98868053857332,0.00028228759765625,SUCCESS,50.0,42,5
21.46519245473403,0.0003135204315185547,SUCCESS,50.0,42,6
74.45860753340868,0.00035262107849121094,SUCCESS,50.0,42,7
91.37362466133902,0.00044536590576171875,SUCCESS,50.0,42,8
84.82291592613862,0.0005667209625244141,SUCCESS,50.0,42,9
62.705145272098996,0.000606536865234375,SUCCESS,50.0,42,10
43.54906725588218,0.0006394386291503906,SUCCESS,50.0,42,11
31.340541294652013,0.0006716251373291016,SUCCESS,50.0,42,12
15.825271803794164,0.0007030963897705078,SUCCESS,50.0,42,13
94.97033282795147,0.0007357597351074219,SUCCESS,50.0,42,14
110.14449961355619,0.0008208751678466797,SUCCESS,50.0,42,15
238.1966248260396,0.0008549690246582031,SUCCESS,50.0,42,16
218.30982916837254,0.0008847713470458984,SUCCESS,50.0,42,17
244.13213665779418,0.0009136199951171875,SUCCESS,50.0,42,18
153.70873126112818,0.0009419918060302734,SUCCESS,50.0,42,19
163.42570085428412,0.0009703636169433594,SUCCESS,50.0,42,20
44.699380012895375,0.0009984970092773438,SUCCESS,50.0,42,21
130.17097420688353,0.0010271072387695312,SUCCESS,50.0,42,22
39.65792228685897,0.001055002212524414,SUCCESS,50.0,42,23
146.797900906283,0.0010828971862792969,SUCCESS,50.0,42,24
69.65862440059063,0.0011110305786132812,SUCCESS,50.0,42,25
126.58546107283185,0.0011391639709472656,SUCCESS,50.0,42,26
27.26122286214472,0.0011670589447021484,SUCCESS,50.0,42,27
161.14378219089494,0.0011947154998779297,SUCCESS,50.0,42,28
94.4126696118628,0.0012226104736328125,SUCCESS,50.0,42,29
124.65674103440213,0.0012505054473876953,SUCCESS,50.0,42,30
24.74286863112436,0.0012781620025634766,SUCCESS,50.0,42,31
145.59544874880586,0.001318216323852539,SUCCESS,50.0,42,32
35.73575141780961,0.0013489723205566406,SUCCESS,50.0,42,33
76.09399992962216,0.0013797283172607422,SUCCESS,50.0,42,34
151.21613370368982,0.0014295578002929688,SUCCESS,50.0,42,35
63.309125543541846,0.0014715194702148438,SUCCESS,50.0,42,36
86.58865746579725,0.0015001296997070312,SUCCESS,50.0,42,37
