cpu_time,wallclock_time,evaluations,cost,random_parameter_1,random_parameter_2,random_parameter_3
7.343292236328125e-05,7.343292236328125e-05,0,61.488930195722844,0.6,0,500
0.000438690185546875,0.000438690185546875,5,17.077516245940355,0.21967129208275685,-6,872
0.0008296966552734375,0.0008296966552734375,10,16.94254872960145,0.15275001405653213,-1,719
0.00222015380859375,0.00222015380859375,29,12.504728880745139,0.1961345473646127,-10,44
0.008680105209350586,0.008680105209350586,118,9.219852014052421,0.14597006207600086,-5,884
0.011853218078613281,0.011853218078613281,162,8.004697537210882,0.14799846657522223,1,922
0.014191150665283203,0.014191150665283203,194,7.796755306287106,0.11006407716774882,-6,410
0.016888141632080078,0.016888141632080078,232,6.487487799520872,0.15021610461397297,-5,284
0.017818450927734375,0.017818450927734375,246,3.1526441807789305,0.10836658338000174,-4,463
0.02126312255859375,0.02126312255859375,297,2.113397661650469,0.1585572168981713,5,488
