cost,time,status,budget,seed,config_id
104.16017132220517,0.00010466575622558594,SUCCESS,50.0,42,0
50.832913549800985,0.00014400482177734375,SUCCESS,50.0,42,1
24.92468930506375,0.00017595291137695312,SUCCESS,50.0,42,2
37.8980885316769,0.00020551681518554688,SUCCESS,50.0,42,3
47.25193079888168,0.00023412704467773438,SUCCESS,50.0,42,4
152.77478268987053,0.0002624988555908203,SUCCESS,50.0,42,5
28.949997083017028,0.0002911090850830078,SUCCESS,50.0,42,6
173.92690238431953,0.00031948089599609375,SUCCESS,50.0,42,7
150.9667830425941,0.00034737586975097656,SUCCESS,50.0,42,8
79.10879784134316,0.0003752708435058594,SUCCESS,50.0,42,9
199.26452389619772,0.00040268898010253906,SUCCESS,50.0,42,10
85.76911248228137,0.00043010711669921875,SUCCESS,50.0,42,11
110.12923689455356,0.000457763671875,SUCCESS,50.0,42,12
67.06645795998983,0.0004849433898925781,SUCCESS,50.0,42,13
129.5867194542434,0.0005121231079101562,SUCCESS,50.0,42,14
30.440688284810623,0.0005397796630859375,SUCCESS,50.0,42,15
110.92539345333871,0.0005669593811035156,SUCCESS,50.0,42,16
42.34699933938256,0.0005941390991210938,SUCCESS,50.0,42,17
149.07017149047473,0.0006213188171386719,SUCCESS,50.0,42,18
90.36791390188196,0.0006487369537353516,SUCCESS,50.0,42,19
102.15149149195493,0.0006759166717529297,SUCCESS,50.0,42,20
27.79845876848717,0.0007030963897705078,SUCCESS,50.0,42,21
129.02749248837014,0.0007305145263671875,SUCCESS,50.0,42,22
53.511236567510046,0.0007574558258056641,SUCCESS,50.0,42,23
92.42928042288634,0.0007848739624023438,SUCCESS,50.0,42,24
57.48609063780285,0.0008120536804199219,SUCCESS,50.0,42,25
185.87164668030397,0.0008394718170166016,SUCCESS,50.0,42,26
56.49908718049756,0.0008668899536132812,SUCCESS,50.0,42,27
49.641250799742586,0.0008940696716308594,SUCCESS,50.0,42,28
28.2553647726331,0.0009212493896484375,SUCCESS,50.0,42,29
182.673722615896,0.0009484291076660156,SUCCESS,50.0,42,30
57.55407165420733,0.0009756088256835938,SUCCESS,50.0,42,31
86.74309656494933,0.0010027885437011719,SUCCESS,50.0,42,32
32.8661536385269,0.00102996826171875,SUCCESS,50.0,42,33
130.9204358738301,0.0010573863983154297,SUCCESS,50.0,42,34
109.59232077896,0.0010845661163330078,SUCCESS,50.0,42,35
67.50279589404545,0.0011115074157714844,SUCCESS,50.0,42,36
119.22632513414356,0.0011386871337890625,SUCCESS,50.0,42,37
45.995698214829595,0.001165628433227539,SUCCESS,50.0,42,38
17.555647991481244,0.0011928081512451172,SUCCESS,50.0,42,39
40.08393041344716,0.0012204647064208984,SUCCESS,50.0,42,40
44.98566467807992,0.0012476444244384766,SUCCESS,50.0,42,41
50.564091818402815,0.0012743473052978516,SUCCESS,50.0,42,42
83.68015259912502,0.0013012886047363281,SUCCESS,50.0,42,43
110.6149656356526,0.0013287067413330078,SUCCESS,50.0,42,44
117.065340876658,0.0013556480407714844,SUCCESS,50.0,42,45
37.322157534740526,0.0013828277587890625,SUCCESS,50.0,42,46
80.09170146735399,0.0014100074768066406,SUCCESS,50.0,42,47
119.72328099125713,0.0014369487762451172,SUCCESS,50.0,42,48
119.68882465970462,0.0014636516571044922,SUCCESS,50.0,42,49
61.56110085657061,0.0014905929565429688,SUCCESS,100.0,42,50
84.53273851718718,0.0015172958374023438,SUCCESS,100.0,42,51
38.4371125392055,0.0015439987182617188,SUCCESS,100.0,42,52
16.74315028870945,0.0015711784362792969,SUCCESS,100.0,42,53
43.223622898500814,0.0015985965728759766,SUCCESS,100.0,42,54
20.95430656528627,0.0016260147094726562,SUCCESS,100.0,42,55
90.23005519857043,0.0016529560089111328,SUCCESS,100.0,42,56
148.72994430926494,0.0016798973083496094,SUCCESS,100.0,42,57
110.05800515822517,0.0017070770263671875,SUCCESS,100.0,42,58
83.2663551139294,0.0017344951629638672,SUCCESS,100.0,42,59
79.85282289131773,0.0017616748809814453,SUCCESS,100.0,42,60
53.03059975884683,0.0017886161804199219,SUCCESS,100.0,42,61
127.1744070186134,0.0018160343170166016,SUCCESS,100.0,42,62
56.76686037348051,0.0018429756164550781,SUCCESS,100.0,42,63
184.25226606851538,0.0018703937530517578,SUCCESS,100.0,42,64
58.454978392978155,0.001897573471069336,SUCCESS,100.0,42,65
82.06739803112912,0.0019245147705078125,SUCCESS,100.0,42,66
21.90749206740798,0.001950979232788086,SUCCESS,100.0,42,67
127.87900263100222,0.0019783973693847656,SUCCESS,100.0,42,68
43.18770362171521,0.00200653076171875,SUCCESS,100.0,42,69
119.68287609320099,0.002034425735473633,SUCCESS,100.0,42,70
85.67141621896259,0.0020623207092285156,SUCCESS,100.0,42,71
77.1797320605379,0.0020897388458251953,SUCCESS,100.0,42,72
129.6609896003096,0.0021178722381591797,SUCCESS,100.0,42,73
82.18240066837242,0.002145051956176758,SUCCESS,100.0,42,74
120.58750155825274,0.002172231674194336,SUCCESS,100.0,42,75
18.69020219832558,0.002199411392211914,SUCCESS,100.0,42,76
54.499899206381635,0.0022377967834472656,SUCCESS,100.0,42,77
49.202790209852395,0.002283811569213867,SUCCESS,100.0,42,78
66.24491682190843,0.002336740493774414,SUCCESS,100.0,42,79
58.34099092528116,0.0023679733276367188,SUCCESS,100.0,42,80
53.1255256478911,0.002395153045654297,SUCCESS,100.0,42,81
54.67824172128073,0.002422332763671875,SUCCESS,100.0,42,82
39.291717735353444,0.002449512481689453,SUCCESS,100.0,42,83
41.094117386271435,0.0024771690368652344,SUCCESS,100.0,42,84
69.78947071532257,0.002504587173461914,SUCCESS,100.0,42,85
73.58649342982713,0.0025315284729003906,SUCCESS,100.0,42,86
57.08203923880115,0.002558469772338867,SUCCESS,100.0,42,87
108.0674554760676,0.0025854110717773438,SUCCESS,100.0,42,88
145.4810950344135,0.0026133060455322266,SUCCESS,100.0,42,89
119.83329209564891,0.0026404857635498047,SUCCESS,100.0,42,90
154.2742524829878,0.0026674270629882812,SUCCESS,100.0,42,91
45.891573987925256,0.0026941299438476562,SUCCESS,100.0,42,92
80.65692019595788,0.0027208328247070312,SUCCESS,100.0,42,93
86.23365170874615,0.0027480125427246094,SUCCESS,100.0,42,94
56.82518909015346,0.002797842025756836,SUCCESS,100.0,42,95
76.29639187564854,0.0028388500213623047,SUCCESS,100.0,42,96
48.50654865501862,0.002866506576538086,SUCCESS,100.0,42,97
20.43590994943209,0.002893686294555664,SUCCESS,100.0,42,98
122.66291540925245,0.002920389175415039,SUCCESS,100.0,42,99
54.881382166927196,0.002947568893432617,SUCCESS,150.0,42,100
19.710892734361973,0.0029747486114501953,SUCCESS,150.0,42,101
98.09877325754734,0.003001689910888672,SUCCESS,150.0,42,102
61.975341959056856,0.0030286312103271484,SUCCESS,150.0,42,103
17.833926000137293,0.0030553340911865234,SUCCESS,150.0,42,104
161.93968788490602,0.0030825138092041016,SUCCESS,150.0,42,105
55.8039620106611,0.003109455108642578,SUCCESS,150.0,42,106
108.86260717476678,0.0031375885009765625,SUCCESS,150.0,42,107
133.88294975948514,0.0031647682189941406,SUCCESS,150.0,42,108
30.0088156921138,0.003191709518432617,SUCCESS,150.0,42,109
126.02731993735348,0.003218412399291992,SUCCESS,150.0,42,110
137.14972887374537,0.0032453536987304688,SUCCESS,150.0,42,111
12.84996065242701,0.003272533416748047,SUCCESS,150.0,42,112
58.60463957794759,0.0033004283905029297,SUCCESS,150.0,42,113
105.55387649832394,0.0033273696899414062,SUCCESS,150.0,42,114
115.4707657405981,0.0033550262451171875,SUCCESS,150.0,42,115
28.13966172437497,0.003381967544555664,SUCCESS,150.0,42,116
54.199809168402886,0.003409147262573242,SUCCESS,150.0,42,117
57.37882072727938,0.003436565399169922,SUCCESS,150.0,42,118
102.57235070919666,0.0034637451171875,SUCCESS,150.0,42,119
32.514413538345146,0.0034906864166259766,SUCCESS,150.0,42,120
55.57243979778881,0.0035173892974853516,SUCCESS,150.0,42,121
60.28132622187505,0.0035560131072998047,SUCCESS,150.0,42,122
13.346804104352207,0.0035858154296875,SUCCESS,150.0,42,123
94.71311602599108,0.003693819046020508,SUCCESS,150.0,42,124
82.77653852073584,0.003747701644897461,SUCCESS,150.0,42,125
20.556966236312952,0.003777742385864258,SUCCESS,150.0,42,126
6.017519282322206,0.003807544708251953,SUCCESS,150.0,42,127
51.0045576911158,0.0038368701934814453,SUCCESS,150.0,42,128
102.18822111424801,0.0038652420043945312,SUCCESS,150.0,42,129
89.04574355507698,0.0038933753967285156,SUCCESS,150.0,42,130
21.19006067332989,0.0039215087890625,SUCCESS,150.0,42,131
28.223923148845497,0.003949642181396484,SUCCESS,150.0,42,132
57.470434436473646,0.003977298736572266,SUCCESS,150.0,42,133
42.48072389009424,0.0040051937103271484,SUCCESS,150.0,42,134
29.112091506194496,0.004033088684082031,SUCCESS,150.0,42,135
16.72286342179349,0.0040607452392578125,SUCCESS,150.0,42,136
33.73869318896475,0.004088163375854492,SUCCESS,150.0,42,137
49.88613421775907,0.0041158199310302734,SUCCESS,150.0,42,138
50.56571896969088,0.004143714904785156,SUCCESS,150.0,42,139
52.6527931249932,0.004171609878540039,SUCCESS,150.0,42,140
67.29508795626018,0.004199028015136719,SUCCESS,150.0,42,141
26.926622225456953,0.0042264461517333984,SUCCESS,150.0,42,142
33.90176449452254,0.004254579544067383,SUCCESS,150.0,42,143
101.88765777801453,0.004282236099243164,SUCCESS,150.0,42,144
121.49454999459944,0.004309892654418945,SUCCESS,150.0,42,145
26.158739361698487,0.0043375492095947266,SUCCESS,150.0,42,146
95.78375196513713,0.004365205764770508,SUCCESS,150.0,42,147
101.13518727867941,0.004392862319946289,SUCCESS,150.0,42,148
95.9342054864933,0.004421710968017578,SUCCESS,150.0,42,149
38.65498189159528,0.004449129104614258,SUCCESS,200.0,42,150
39.26339603417116,0.004476308822631836,SUCCESS,200.0,42,151
65.53741742590968,0.004503726959228516,SUCCESS,200.0,42,152
78.6488290867135,0.004530906677246094,SUCCESS,200.0,42,153
86.05134599710121,0.004558086395263672,SUCCESS,200.0,42,154
25.313002391447938,0.00458526611328125,SUCCESS,200.0,42,155
60.43062850884778,0.004612445831298828,SUCCESS,200.0,42,156
22.440958158811277,0.004639863967895508,SUCCESS,200.0,42,157
25.714960346312214,0.0046672821044921875,SUCCESS,200.0,42,158
22.264032160835413,0.004694223403930664,SUCCESS,200.0,42,159
100.3691595418895,0.004721403121948242,SUCCESS,200.0,42,160
10.337206902650047,0.00474858283996582,SUCCESS,200.0,42,161
30.008913235122627,0.0047760009765625,SUCCESS,200.0,42,162
43.847101603770746,0.004804134368896484,SUCCESS,200.0,42,163
8.468176624950472,0.0048313140869140625,SUCCESS,200.0,42,164
27.729674618889412,0.0048580169677734375,SUCCESS,200.0,42,165
56.071668967919514,0.004885196685791016,SUCCESS,200.0,42,166
20.074692635675696,0.004912137985229492,SUCCESS,200.0,42,167
20.687052067497582,0.004939079284667969,SUCCESS,200.0,42,168
12.968017892379367,0.0049664974212646484,SUCCESS,200.0,42,169
53.1640102713665,0.0049932003021240234,SUCCESS,200.0,42,170
48.28891610229983,0.0050201416015625,SUCCESS,200.0,42,171
58.06533390227794,0.005047321319580078,SUCCESS,200.0,42,172
101.03078340237163,0.005074739456176758,SUCCESS,200.0,42,173
12.889223545375257,0.005102634429931641,SUCCESS,200.0,42,174
69.68514204470793,0.005129814147949219,SUCCESS,200.0,42,175
55.609379804074955,0.0051572322845458984,SUCCESS,200.0,42,176
18.77241440588886,0.0051844120025634766,SUCCESS,200.0,42,177
14.169204311864684,0.0052111148834228516,SUCCESS,200.0,42,178
19.155049049699574,0.005238533020019531,SUCCESS,200.0,42,179
65.5628572827126,0.005265712738037109,SUCCESS,200.0,42,180
66.18198948096256,0.005293369293212891,SUCCESS,200.0,42,181
73.34158448173294,0.00532078742980957,SUCCESS,200.0,42,182
29.98777241615234,0.0053479671478271484,SUCCESS,200.0,42,183
12.205923493950278,0.005375385284423828,SUCCESS,200.0,42,184
87.1687230159495,0.005402326583862305,SUCCESS,200.0,42,185
12.767516440480222,0.005429267883300781,SUCCESS,200.0,42,186
62.61185685139565,0.005456447601318359,SUCCESS,200.0,42,187
84.66000021585069,0.0054836273193359375,SUCCESS,200.0,42,188
40.760403083333976,0.005510807037353516,SUCCESS,200.0,42,189
38.46686778898052,0.005537509918212891,SUCCESS,200.0,42,190
47.06994824908952,0.005564689636230469,SUCCESS,200.0,42,191
45.28026287315829,0.005591392517089844,SUCCESS,200.0,42,192
42.818807887896526,0.005618572235107422,SUCCESS,200.0,42,193
27.981695144666443,0.005646705627441406,SUCCESS,200.0,42,194
18.117180756334463,0.005675077438354492,SUCCESS,200.0,42,195
29.047613755808584,0.0057032108306884766,SUCCESS,200.0,42,196
31.918736722474865,0.005731105804443359,SUCCESS,200.0,42,197
68.79644594260628,0.005758523941040039,SUCCESS,200.0,42,198
10.49900919556925,0.005785465240478516,SUCCESS,200.0,42,199
46.731914801479974,0.005812168121337891,SUCCESS,250.0,42,200
37.13121143307567,0.005839109420776367,SUCCESS,250.0,42,201
46.474237137420275,0.0058672428131103516,SUCCESS,250.0,42,202
51.53314165422788,0.005893707275390625,SUCCESS,250.0,42,203
74.88782808485288,0.005920886993408203,SUCCESS,250.0,42,204
31.00209743440806,0.005948305130004883,SUCCESS,250.0,42,205
33.24621520295826,0.0059757232666015625,SUCCESS,250.0,42,206
14.660914771103444,0.006002902984619141,SUCCESS,250.0,42,207
44.65922130660335,0.006029844284057617,SUCCESS,250.0,42,208
39.902725667389774,0.006056785583496094,SUCCESS,250.0,42,209
9.367022708970476,0.00608372688293457,SUCCESS,250.0,42,210
29.853343755784746,0.00611114501953125,SUCCESS,250.0,42,211
32.867829867247636,0.0061380863189697266,SUCCESS,250.0,42,212
73.2445430408822,0.006165027618408203,SUCCESS,250.0,42,213
52.21974752179493,0.00619196891784668,SUCCESS,250.0,42,214
60.70979889713693,0.006218910217285156,SUCCESS,250.0,42,215
11.349723855007655,0.006245851516723633,SUCCESS,250.0,42,216
36.256602772201,0.006273031234741211,SUCCESS,250.0,42,217
33.93652244300955,0.006300210952758789,SUCCESS,250.0,42,218
