CONFIG_ID,random_parameter_1,random_parameter_2,random_parameter_3
0,0.6,0,500
1,0.31394127144171147,4,91
2,0.18501565542596157,1,660
3,0.393303902741604,-6,931
4,0.7865440205131637,-1,84
5,0.6741755395054847,7,537
6,0.3714545118565671,9,584
7,0.9538745971024777,0,766
8,0.9686608288953691,-2,985
9,0.5285597535087989,-7,233
10,1.0013008256631748,-3,2
11,0.6090013242298239,4,516
12,0.842965948470493,-7,329
13,0.9273441206501756,1,23
14,0.5326207922989765,8,478
15,0.14316375870200684,-10,317
16,0.45526234413391087,9,115
17,0.5285852801644569,-4,882
18,0.6493090895093161,7,273
19,0.4854611478169779,-9,304
20,0.6660420382739709,6,841
21,0.15245670805982306,-5,923
22,0.8458822632656499,-9,90
23,0.39778864967730065,-2,551
24,0.8394240981703028,-9,370
25,0.6660269397358428,3,469
26,0.8439464471437358,-9,627
27,0.44315665765226686,-10,474
28,0.7070278073173317,-3,946
29,0.1509754473283839,-8,339
30,0.820146964895632,2,704
31,0.4984127549742958,-7,29
32,0.6401660724000469,2,595
33,0.1976750237471198,2,986
34,0.8460394957238783,3,713
35,0.5373043720027721,-2,498
36,0.683004823886728,9,564
37,0.6042956671767223,-6,200
38,0.4234802570738637,-3,374
39,0.23606853827078292,8,90
40,0.22849655940446947,-9,291
41,0.29563356490009285,9,25
42,0.6504351104235605,2,115
43,0.6167595777371119,-7,357
44,0.4903264773069975,-3,937
45,0.8103959911900231,3,567
46,0.24143880595304704,8,672
47,0.48509750942737895,9,70
48,0.8937136344967889,2,161
49,0.573808832139496,-8,254
50,0.41324437449199813,-5,698
51,0.8014085748003686,4,634
52,0.21005784567669497,-4,286
53,0.1937860806325127,2,808
54,0.27105517386678213,-7,412
55,0.19476231913698908,-10,185
56,0.48520623178671163,7,882
57,0.8923018237007447,-1,848
58,0.6721963075327363,5,695
59,0.6693707299193783,-8,922
60,0.3812234256407888,2,153
61,0.48249258040837806,-1,244
62,0.5909317391180833,5,565
63,0.38888695341020574,3,811
64,0.9793220282983778,-2,272
65,0.4899667144359522,4,799
66,0.44878762684390827,5,187
67,0.2651694307122797,6,763
68,0.7906562034176924,-6,240
69,0.3216483223623504,-2,989
70,0.6891529662922562,9,263
71,0.7860460961697912,-4,428
72,0.5393331337241787,4,645
73,0.8921551519246653,-6,909
74,0.39220680955983733,-5,461
75,0.8690061822233889,6,984
76,0.26676237638703326,9,109
77,0.25695823955742025,-8,166
78,0.7310931294355075,6,51
79,0.7390631317504753,-5,88
80,0.6817534713535136,-3,292
81,0.9627760196087687,2,18
82,0.4811988720193965,0,698
83,0.2788549248834631,-10,429
84,0.3814230203806869,-3,819
85,0.5581982729096546,5,985
86,0.3730203870029051,-4,858
87,0.6179237959612283,-10,165
88,0.608388382529851,3,624
89,0.956655396833062,-7,901
90,0.670959754227536,-4,36
91,0.9729511339452342,-10,208
92,0.31110397820827285,-9,445
93,0.5196050923853726,9,129
94,1.029867392662511,-6,668
95,0.7737460409965451,4,197
96,0.4837649625438457,6,797
97,0.3441246915406154,8,515
